,lp,DA,system,BEER,BERTr,CharacTER,EED,ESIM,LASIM,LEPORa,LP,Meteor++_2.0(syntax),Meteor++_2.0(syntax+copy),PReP,UNI,UNI+,USFD,USFD-TL,YiSi-0,YiSi-1,YiSi-1_srl,YiSi-2,YiSi-2_srl,ibm1-morpheme,ibm1-pos4gram,segid,testset,NIST,BLEU,chrF,sacreBLEU-BLEU,TER,CDER,sacreBLEU-chrF,WER,chrF+,PER,LEPORb,WMDO
198,de-en,0.146,Facebook_FAIR.6750,0.6549822513841138,0.8455458966493606,-0.38275301768417946,-0.28025341697252587,0.5679161086454988,0.90352000633,,2.2505460000000004,0.41079923264855767,0.3984240453034005,0.68766613945,0.5548304903369999,0.59266615949,,,0.729058512,0.843221586,0.8201944895,0.8072776279999999,0.7814559119999999,-236018.75114993798,-2866029.760859062,15479.503,newstest2019,1.3697,0.0535,64.5713,0.4217,0.5538,0.5931,65.4237,0.5142,65.2736,0.6976,,-0.144995439837
199,de-en,0.136,RWTH_Aachen_System.6818,0.6500686561798296,0.8391891803741455,-0.3888953738208592,-0.2875790564971976,0.5233024552194402,0.9103793061100001,,2.1066875,0.4044384247819207,0.39146821280093147,0.71189648015,0.5557845458219999,0.59337810025,,,0.723082765,0.8358637025000001,0.8131798865,0.810944076,0.7851698524999999,-212018.41367749797,-2669529.100643796,15479.503,newstest2019,1.3567,0.0527,63.6393,0.413,0.5442,0.5848,64.244,0.5072,64.3523,0.6944,,-0.151028742509
200,de-en,0.136,MSRA.MADL.6910,0.6650485517399132,0.8495622981637716,-0.36580250943376347,-0.2690786297125742,0.5517045155251399,0.912917221255,,2.030034,0.41659090466341886,0.4041386087221602,0.7255226236000001,0.557043878335,0.5937015408999999,,,0.7373462735,0.846790825,0.8243051825,0.8142238440000001,0.7886381084999999,-218018.436849594,-2652529.1757726413,15479.503,newstest2019,1.3638,0.0532,65.9582,0.4424,0.5748,0.6103,66.7052,0.5369,66.6351,0.7151,,-0.136199793762
201,de-en,0.121,online-B.0,0.6729648384034961,0.8428585198670626,-0.36272119031049793,-0.2698731227193493,0.5075122485682368,0.914098718825,,2.0396695,0.4196972585118893,0.4076460181239641,0.7589641184,0.550995687392,0.5885444533249999,,,0.7440747885000001,0.8424112245,0.8190927005,0.8143007970000001,0.7879423724999999,-217018.0076556585,-2621527.8928310517,15479.503,newstest2019,1.4317,0.0573,66.3175,0.4686,0.5969,0.6214,67.4428,0.5578,67.0014,0.7237,,-0.129665408457
202,de-en,0.086,JHU.6809,0.6420777251199332,0.8359193952828645,-0.397569096408651,-0.29226510580512693,0.5167337432550266,0.908842652655,,2.02833,0.40017219465277937,0.38701770798317114,0.6750933563999999,0.5578188942469999,0.5950936069899999,,,0.715975637,0.830867647,0.8076914559999999,0.80939341,0.7834700514999999,-228018.514935544,-2681030.0764054926,15479.503,newstest2019,1.2965,0.0492,62.9758,0.393,0.5299,0.5768,63.5588,0.4931,63.7388,0.673,,-0.156579115358
203,de-en,0.067,MLLP-UPV.6899,0.6466224121080293,0.8375093274265528,-0.3963426110302877,-0.2918339909621864,0.5296474905805663,0.908207282335,,2.0855715,0.4030483655452214,0.38976493496770953,0.6807396304500001,0.555037139867,0.5922183070599999,,,0.718640094,0.833296012,0.809790428,0.809051021,0.7830954425,-234018.33415375,-2666529.2821145644,15479.503,newstest2019,1.3301,0.0505,63.1103,0.4077,0.5423,0.5834,63.815,0.5027,63.8757,0.6955,,-0.150829613267
204,de-en,0.066,dfki-nmt.6478,0.6494993730556864,0.8423363724648952,-0.3854348771880044,-0.2863405693579698,0.5359158869162202,0.91010032901,,2.121809,0.4076854664793975,0.39461405867785765,0.7097853686,0.555423390177,0.5926089096200001,,,0.723216053,0.8325348954999999,0.8093694880000001,0.807916798,0.7824941739999999,-226018.389021079,-2710529.2712280517,15479.503,newstest2019,1.3551,0.0523,63.5843,0.4192,0.5416,0.5798,63.9561,0.5039,64.2762,0.6897,,-0.143891936994
205,de-en,0.066,UCAM.6461,0.6483558319721922,0.8391019199341535,-0.3954382039043067,-0.28862880424351894,0.5375022781575098,0.90845023988,,2.0448775,0.40517823144939974,0.3923305052280113,0.6906407089000001,0.558357331312,0.595044431085,,,0.7204893939999999,0.83392475,0.810681564,0.808243302,0.781878281,-220018.41405147006,-2652029.6939901724,15479.503,newstest2019,1.3429,0.0517,63.4957,0.4148,0.5431,0.5856,64.1907,0.5043,64.2624,0.6871,,-0.15128199535
206,de-en,0.05,online-A.0,0.6340313293727435,0.8302469332069159,-0.40834165612339435,-0.3009816417056136,0.48352067163493484,0.9075889615449999,,2.2603429999999998,0.39167137207798874,0.37760841303856374,0.9393155899000001,0.5471992256899999,0.5859966041600001,,,0.7102877095,0.8245208775,0.8011063105,0.808491623,0.7824006015,-235018.64059451898,-2813529.5012979573,15479.503,newstest2019,1.3168,0.0493,62.1205,0.3855,0.5186,0.5584,62.6678,0.4802,62.7315,0.6751,,-0.163383353143
207,de-en,0.039,NEU.6801,0.6556586517805172,0.8425794163793325,-0.3787174847781367,-0.27991201543738137,0.5267859068214893,0.91418499775,,1.9892984999999999,0.41084828195811,0.39820853442873033,0.72325735865,0.555242988055,0.592795210215,,,0.7285376435,0.8382062140000001,0.8152908805,0.813222612,0.7875936825000001,-198518.3735805205,-2652029.3833649885,15479.503,newstest2019,1.3605,0.0525,64.3984,0.4226,0.5568,0.5959,65.0914,0.5201,65.1844,0.7003,,-0.144389720636
208,de-en,0.011000000000000001,uedin.6749,0.6264797545700705,0.8185693935751915,-0.42751761850592246,-0.31741979434387757,0.46213064628466965,0.9104067648,,2.197692,0.38474438110912934,0.3709760909111525,0.6585855011999999,0.5453442750270001,0.58485349298,,,0.697606019,0.8127594760000001,0.7886530754999999,0.8059701494999999,0.779731231,-243518.429693853,-2805028.4540227624,15479.503,newstest2019,1.2975,0.0477,59.8893,0.3686,0.5182,0.5478,60.1258,0.4823,60.6387,0.6568,,-0.173495753044
209,de-en,0.009000000000000001,online-Y.0,0.64842027980998,0.8324216497540474,-0.39205350184900206,-0.2904564151918748,0.504382081198506,0.912774817645,,2.2220405,0.40344805066550304,0.3902699062473701,0.6566094050500001,0.54646848336,0.585714536815,,,0.7212767225,0.830920706,0.8073962365,0.813763095,0.787760991,-226019.0382946915,-2511028.5284487996,15479.503,newstest2019,1.3703,0.0524,63.2794,0.4108,0.5513,0.5839,63.9901,0.5139,63.9302,0.6928,,-0.15805962053
210,de-en,0.006,TartuNLP-c.6502,0.619463707124472,0.8117918403744697,-0.4355472692164298,-0.3218430436948547,0.44716979936975987,0.9109522696,,2.031529,0.37887185148176705,0.36433615417393034,0.5831002166000001,0.550602998342,0.588743795435,,,0.6895355959999999,0.8059951785,0.781945978,0.8073692109999999,0.7815283165,-225518.1363231585,-2614528.536695726,15479.503,newstest2019,1.3185,0.0489,59.3323,0.3607,0.51,0.5408,59.7585,0.4733,60.0425,0.6539,,-0.177685983072
211,de-en,-0.051,online-G.0,0.6235329746646182,0.8173998111933469,-0.4283101330560478,-0.31146140369866043,0.4294586333474144,0.907231696855,,2.115494,0.3858901923177895,0.37153243973017813,0.6195795539000001,0.546210650005,0.5854307637249999,,,0.6995694215000001,0.8060757185,0.781417258,0.808399808,0.781804811,-206518.0775900275,-2648028.8554365104,15479.503,newstest2019,1.321,0.0497,60.3462,0.3809,0.4974,0.5436,60.9148,0.4594,61.017,0.6612,,-0.168653599166
212,de-en,-0.128,PROMT_NMT_DE-EN.6683,0.6030827307548163,0.7923571422249078,-0.4562129982601607,-0.3367981551932171,0.32441400564834477,0.9029122143049999,,2.2230895,0.3677358531681467,0.3506580374168689,0.5994014034499999,0.53804780954,0.5783028747,,,0.6771050185,0.781852964,0.757889328,0.8002664735,0.774291608,-211018.391689258,-2714029.7267066203,15479.503,newstest2019,1.2397,0.0445,57.3935,0.3361,0.4765,0.5252,57.8658,0.4422,58.2321,0.6376,,-0.19849966081099998
213,de-en,-0.192,online-X.0,0.5907246407438411,0.7929667690992356,-0.46728795373422405,-0.3464850735035725,0.2789968637274578,0.90967849895,,2.2901504999999998,0.3644909639662282,0.34640913533024287,0.55402760695,0.5398838699620001,0.57941939439,,,0.665518536,0.75518939,0.7303741610000001,0.789489869,0.762922656,-208518.05739406098,-2546528.30134029,15479.503,newstest2019,1.2177,0.0432,55.1007,0.3474,0.4594,0.4999,55.3927,0.4284,55.9037,0.6119,,-0.18981879377900002
214,de-fr,0.249,MSRA.MADL.6888,0.6424527105595251,,-0.3933364930818912,-0.2987365679591478,0.6636211994590828,,0.7042458218532268,,,,,,,,,0.7178212359200471,0.8886616384479719,,0.7898703844797178,,-235176.9542534762,-1981811.9432686542,851.0,newstest2019,8.7715,0.4029,62.9082,0.4029,0.5231,0.5513,63.9199,0.4976,63.0754,0.6332,0.7042458218532259,
215,de-fr,0.23,MLLP-UPV.6647,0.6282891348884512,,-0.41435680323224494,-0.31470694748489303,0.6203690853012591,,0.6900077383340879,,,,,,,,,0.7040196737213403,0.8813924438565549,,0.7887665379188714,,-213425.04790463607,-2034721.8674337806,851.0,newstest2019,8.4757,0.3786,60.8501,0.3786,0.4984,0.531,61.9497,0.4712,61.0824,0.6166,0.690007738334088,
216,de-fr,0.16399999999999998,Kyoto_University_T2T.6679,0.6235886723847799,,-0.42048506551082265,-0.3177553195690299,0.6069367021433943,,0.6806761995467351,,,,,,,,,0.7007692204585538,0.8802834115226338,,0.7894113198118754,,-206370.42394720696,-1965350.9262983762,851.0,newstest2019,8.414,0.375,60.676,0.375,0.4948,0.5286,61.876,0.4686,60.842,0.6164,0.680676199546735,
217,de-fr,0.16,lingua_custodia_primary.6690,0.6333719589387151,,-0.40831363888462413,-0.309313705524042,0.626783112994779,,0.7033806321770047,,,,,,,,,0.7070800717225162,0.8825122369194592,,0.789169024691358,,-201667.34683845972,-2022963.925464163,851.0,newstest2019,8.5871,0.3898,61.6376,0.3898,0.508,0.5386,62.5267,0.48,61.8986,0.6256,0.703380632177005,
218,de-fr,0.129,LIUM.6719,0.6179334824342012,,-0.4339404723552528,-0.3256486215956371,0.6001774642823471,,0.6760977927198677,,,,,,,,,0.6910191005291006,0.8768470805408582,,0.7854307383891828,,-196376.03150352088,-1925962.142155363,851.0,newstest2019,8.2198,0.3636,59.6676,0.3636,0.4839,0.5155,60.8291,0.458,59.882,0.606,0.676097792719867,
219,de-fr,0.038,online-B.0,0.6108221991405455,,-0.44424982554467485,-0.33469439533017337,0.5804953710011796,,0.6568358664931407,,,,,,,,,0.682704810111699,0.8733526184597297,,0.7861126637272193,,-216952.13831327102,-1890099.8375577847,851.0,newstest2019,8.1074,0.3464,59.0552,0.3464,0.4784,0.5057,59.8975,0.4538,59.1359,0.5902,0.65683586649314,
220,de-fr,0.019,online-Y.0,0.6140434539869397,,-0.4285004748479368,-0.32541874134850124,0.5991306900429205,,0.6813868917545758,,,,,,,,,0.6910355138154027,0.8760788383303938,,0.7869706690182247,,-207546.17970624045,-1967701.7676707625,851.0,newstest2019,8.3309,0.3641,59.5731,0.3641,0.4936,0.5197,61.0422,0.4665,59.5579,0.6065,0.6813868917545749,
221,de-fr,-0.10400000000000001,TartuNLP-c.6897,0.6093430793056532,,-0.4454750585917232,-0.3322461238415635,0.561339628159576,,0.6658884547398329,,,,,,,,,0.6819429506172839,0.8721033162845385,,0.7941671064079953,,-225182.6825735032,-1895391.4452224593,851.0,newstest2019,7.9147,0.3415,58.824,0.3415,0.4629,0.4967,59.6902,0.4348,58.9623,0.5908,0.665888454739832,
222,de-fr,-0.19399999999999998,online-A.0,0.6001729485093171,,-0.4543115640486501,-0.34056508222946363,0.5480836457980776,,0.6543221250956822,,,,,,,,,0.6730713691945914,0.8661273938859495,,0.7838657889476777,,-184030.3755354844,-2244599.906563405,851.0,newstest2019,7.9717,0.3515,58.9674,0.3515,0.4508,0.5002,59.4449,0.4212,58.8795,0.6134,0.654322125095681,
223,de-fr,-0.24,online-G.0,0.5857314795009474,,-0.4802542224148148,-0.34807889114464163,0.537749086126142,,0.6403706214544174,,,,,,,,,0.6728082271017048,0.8566514891240447,,0.7782134268077602,,-202255.942535853,-2195805.5934310276,851.0,newstest2019,8.0219,0.3412,56.6676,0.3412,0.4308,0.4724,57.8387,0.4067,56.5843,0.5738,0.640370621454418,
224,de-fr,-0.456,online-X.0,0.5852618885750546,,-0.4786247976623836,-0.35833775578203586,0.5161026712599539,,0.655392439713731,,,,,,,,,0.6566129577895355,0.8498294791299236,,0.7767931875367431,,-192849.00617233448,-1840717.426423547,851.0,newstest2019,7.6172,0.3226,55.3516,0.3226,0.421,0.4598,56.0622,0.397,55.4896,0.5566,0.65539243971373,
